"GPS Time of Week (s)","GPS Week (weeks)","Packet type 0x15","Reserved; set to 0","ID of the range request/response pair this packet represents","Requester’s serial number","Responder’s serial number","Electrical delay within the radio","Antenna calibration max signal index","Responder’s range correction bias (Acquire Bias) in frames","Responder’s range correction bias (LED correction + electrical delay correction) in bins","Distance between the lockspot and the leading edge (in bins)","Raw, unprocessed range measurement","Nonzero if a timeout occurred","Range in feet","Range in bins","Time of the entire range handshake","Timestamp of the range (in hardware counts). The hardware counter is a 32-bit counter driven by a continuously running 3.6864 MHz clock. It overflows (wraps around) every 19 min. 25.084 sec. To convert hardware counts to time in microseconds, convert the time in hardware counts (e.g. the difference between two consecutive range timestamps) to a float for accuracy then divide by 3.6864.","Number of ranges/second","Percentage of received messages","Number of range requests sent","Number of range responses received","Average deviation of noise","Raw peak of received signal","Scan index of raw peak","Reported AT threshold"
75632.139, 1463, 21, 0, 10888, 1098, 837, -157, 0, -488, -57, -167, 16020430, 0, 4617, 14768, 2849, -1598185985, 0, 9249, 10888, 9622, 12, 628, 1213, 768
75632.339, 1463, 21, 0, 10889, 1098, 837, -157, 0, -488, -44, -167, 16020292, 0, 4607, 14734, 2849, -1597985869, 0, 9249, 10889, 9623, 46, 666, 1216, 460
75632.539, 1463, 21, 0, 10890, 1098, 837, -157, 0, -488, -83, -167, 16020333, 0, 4609, 14741, 2849, -1597785758, 0, 9249, 10890, 9624, 61, 757, 1216, 537
75632.740, 1463, 21, 0, 10891, 1098, 837, -157, 0, -488, -122, -219, 16020424, 0, 4609, 14743, 2848, -1597585645, 0, 9249, 10891, 9625, 60, 665, 1206, 614
75632.940, 1463, 21, 0, 10892, 1098, 837, -157, 0, -488, -122, -245, 16020472, 0, 4599, 14709, 2849, -1597385536, 0, 9249, 10892, 9626, 46, 693, 1206, 537
75633.140, 1463, 21, 0, 10893, 1098, 837, -157, 0, -488, -122, -206, 16020352, 0, 4598, 14706, 2849, -1597185431, 0, 9249, 10893, 9627, 22, 670, 1212, 614
75633.332, 1463, 21, 0, 10894, 1098, 837, -157, 0, -488, -83, -180, 16020389, 0, 4611, 14750, 2849, -1596985317, 0, 9249, 10894, 9628, 73, 726, 1209, 768
75633.532, 1463, 21, 0, 10895, 1098, 837, -157, 0, -488, -83, -206, 16020294, 0, 4594, 14693, 2849, -1596785205, 0, 9249, 10895, 9629, 1, 613, 1216, 768
75633.732, 1463, 21, 0, 10896, 1098, 837, -157, 0, -488, -96, -167, 16020325, 0, 4607, 14735, 2849, -1596585098, 0, 9249, 10896, 9630, 88, 729, 1216, 537
75633.932, 1463, 21, 0, 10897, 1098, 837, -157, 0, -488, -57, -206, 16020369, 0, 4610, 14747, 2849, -1596384987, 0, 9249, 10897, 9631, 35, 719, 1210, 614
75634.133, 1463, 21, 0, 10898, 1098, 837, -157, 0, -488, -57, -284, 16020345, 0, 4599, 14709, 2849, -1596184878, 0, 9249, 10898, 9632, 79, 716, 1206, 614
75634.333, 1463, 21, 0, 10899, 1098, 837, -157, 0, -488, -5, -206, 16020376, 0, 4616, 14765, 2849, -1595984764, 0, 9249, 10899, 9633, 20, 738, 1206, 921
75634.533, 1463, 21, 0, 10900, 1098, 837, -157, 0, -488, -83, -219, 16020366, 0, 4607, 14737, 2849, -1595784654, 0, 9250, 10900, 9634, 20, 710, 1206, 614
75634.733, 1463, 21, 0, 10901, 1098, 837, -157, 0, -488, -44, -284, 16020315, 0, 4594, 14695, 2849, -1595584547, 0, 9250, 10901, 9635, 45, 675, 1209, 614
75634.934, 1463, 21, 0, 10902, 1098, 837, -157, 0, -488, -5, -206, 16020276, 0, 4607, 14735, 2849, -1595384436, 0, 9250, 10902, 9636, 37, 729, 1216, 614
75635.134, 1463, 21, 0, 10903, 1098, 837, -157, 0, -488, -96, -206, 16020394, 0, 4610, 14745, 2849, -1595184330, 0, 9250, 10903, 9637, 84, 797, 1206, 768
75635.334, 1463, 21, 0, 10904, 1098, 837, -157, 0, -488, -83, -167, 16020331, 0, 4609, 14742, 2849, -1594984216, 0, 9250, 10904, 9638, 22, 780, 1216, 768
75635.534, 1463, 21, 0, 10905, 1098, 837, -157, 0, -488, -122, -167, 16020427, 0, 4606, 14733, 2849, -1594784106, 0, 9250, 10905, 9639, 56, 720, 1212, 614
75635.734, 1463, 21, 0, 10906, 1098, 837, -157, 0, -488, -122, -245, 16020406, 0, 4598, 14707, 2854, -1594583940, 0, 9250, 10906, 9640, 21, 683, 1209, 921
75635.935, 1463, 21, 0, 10907, 1098, 837, -157, 0, -488, -96, -219, 16020500, 0, 4612, 14753, 2854, -1594383822, 0, 9250, 10907, 9641, 5, 751, 1206, 614
75636.135, 1463, 21, 0, 10908, 1098, 837, -157, 0, -488, -122, -206, 16020354, 0, 4594, 14695, 2854, -1594183708, 0, 9250, 10908, 9642, 34, 641, 1219, 921
75636.335, 1463, 21, 0, 10909, 1098, 837, -157, 0, -488, -135, -128, 16020371, 0, 4607, 14735, 2854, -1593983587, 0, 9250, 10909, 9643, 24, 676, 1210, 537
75636.535, 1463, 21, 0, 10910, 1098, 837, -157, 0, -488, -96, -219, 16020376, 0, 4600, 14715, 2854, -1593783470, 0, 9250, 10910, 9644, 17, 486, 1209, 460
75636.736, 1463, 21, 0, 10911, 1098, 837, -157, 0, -488, -122, -258, 16020416, 0, 4597, 14702, 2854, -1593583354, 0, 9250, 10911, 9645, 9, 566, 1216, 460
75636.936, 1463, 21, 0, 10912, 1098, 837, -157, 0, -488, -57, -180, 16020351, 0, 4609, 14741, 2855, -1593383235, 0, 9250, 10912, 9646, 11, 488, 1203, 460
75637.136, 1463, 21, 0, 10913, 1098, 837, -157, 0, -488, -18, -180, 16020364, 0, 4616, 14763, 2854, -1593183122, 0, 9250, 10913, 9647, 55, 584, 1213, 384
75637.336, 1463, 21, 0, 10914, 1098, 837, -157, 0, -488, -135, -180, 16020405, 0, 4603, 14724, 2854, -1592982999, 0, 9251, 10914, 9648, 132, 456, 1213, 384
75637.537, 1463, 21, 0, 10915, 1098, 837, -157, 0, -488, -122, -180, 16020407, 0, 4609, 14743, 2854, -1592782882, 0, 9251, 10915, 9649, 29, 572, 1206, 460
75637.737, 1463, 21, 0, 10916, 1098, 837, -157, 0, -488, -83, -219, 16020410, 0, 4611, 14749, 2854, -1592582764, 0, 9251, 10916, 9650, 79, 605, 1206, 460
75637.937, 1463, 21, 0, 10917, 1098, 837, -157, 0, -488, -96, -128, 16020357, 0, 4614, 14759, 2855, -1592382646, 0, 9251, 10917, 9651, 31, 551, 1216, 460
75638.138, 1463, 21, 0, 10918, 1098, 837, -157, 0, -488, -96, -180, 16020398, 0, 4614, 14757, 2854, -1592182533, 0, 9251, 10918, 9652, 6, 600, 1206, 460
75638.338, 1463, 21, 0, 10919, 1098, 837, -157, 0, -488, -18, -284, 16020354, 0, 4602, 14720, 2854, -1591982411, 0, 9251, 10919, 9653, 12, 515, 1213, 307
75638.538, 1463, 21, 0, 10920, 1098, 837, -157, 0, -488, -122, -128, 16020391, 0, 4614, 14758, 2849, -1591782348, 0, 9251, 10920, 9654, 18, 475, 1210, 384
75638.738, 1463, 21, 0, 10921, 1098, 837, -157, 0, -488, -174, -245, 16020383, 0, 4587, 14673, 2849, -1591582240, 0, 9251, 10921, 9655, 56, 536, 1210, 307
75638.738, 1463, 21, 0, 10922, 1098, 0, -157, 0, 0, 0, -245, 16020383, 1, 4587, 14673, 2849, -1591582240, 0, 9251, 10922, 9655, 56, 536, 1210, 307
75639.350, 1463, 21, 0, 10923, 1098, 837, -157, 0, -488, -96, -232, 16020378, 0, 4602, 14719, 2847, -1590969642, 0, 9251, 10923, 9656, 26, 690, 1209, 460
75639.551, 1463, 21, 0, 10924, 1098, 837, -157, 0, -488, -96, -258, 16020452, 0, 4599, 14709, 2849, -1590769828, 0, 9251, 10924, 9657, 8, 629, 1212, 460
75639.751, 1463, 21, 0, 10925, 1098, 837, -157, 0, -488, -135, -141, 16020381, 0, 4612, 14750, 2849, -1590569715, 0, 9251, 10925, 9658, 53, 668, 1216, 537
75639.951, 1463, 21, 0, 10926, 1098, 837, -157, 0, -488, -135, -245, 16020490, 0, 4601, 14717, 2848, -1590369607, 0, 9251, 10926, 9659, 81, 731, 1206, 921
75640.151, 1463, 21, 0, 10927, 1098, 837, -157, 0, -488, -83, -180, 16020329, 0, 4607, 14735, 2849, -1590169499, 0, 9251, 10927, 9660, 44, 743, 1212, 921
75640.352, 1463, 21, 0, 10928, 1098, 837, -157, 0, -488, -44, -206, 16020312, 0, 4604, 14725, 2849, -1589969381, 0, 9251, 10928, 9661, 105, 764, 1216, 768
75640.552, 1463, 21, 0, 10929, 1098, 837, -157, 0, -488, -44, -206, 16020331, 0, 4605, 14728, 2849, -1589769269, 0, 9252, 10929, 9662, 3, 722, 1209, 921
75640.752, 1463, 21, 0, 10930, 1098, 837, -157, 0, -488, -57, -206, 16020381, 0, 4606, 14732, 2849, -1589569157, 0, 9252, 10930, 9663, 48, 765, 1209, 768
75640.953, 1463, 21, 0, 10931, 1098, 837, -157, 0, -488, -83, -167, 16020444, 0, 4615, 14761, 2848, -1589369050, 0, 9252, 10931, 9664, 21, 770, 1209, 921
75641.153, 1463, 21, 0, 10932, 1098, 837, -157, 0, -488, -44, -206, 16020407, 0, 4608, 14738, 2849, -1589168942, 0, 9252, 10932, 9665, 59, 787, 1209, 921
75641.353, 1463, 21, 0, 10933, 1098, 837, -157, 0, -488, -96, -219, 16020479, 0, 4607, 14735, 2849, -1588968828, 0, 9252, 10933, 9666, 22, 804, 1206, 1075
75641.553, 1463, 21, 0, 10934, 1098, 837, -157, 0, -488, -122, -245, 16020344, 0, 4594, 14696, 2849, -1588768716, 0, 9252, 10934, 9667, 56, 782, 1209, 921
75641.754, 1463, 21, 0, 10935, 1098, 837, -157, 0, -488, -122, -206, 16020344, 0, 4599, 14710, 2849, -1588568606, 0, 9252, 10935, 9668, 52, 781, 1209, 921
75641.954, 1463, 21, 0, 10936, 1098, 837, -157, 0, -488, -122, -245, 16020343, 0, 4594, 14695, 2848, -1588368497, 0, 9252, 10936, 9669, 24, 859, 1209, 614
75642.154, 1463, 21, 0, 10937, 1098, 837, -157, 0, -488, -83, -206, 16020378, 0, 4608, 14739, 2849, -1588168389, 0, 9252, 10937, 9670, 42, 808, 1209, 614
75642.354, 1463, 21, 0, 10938, 1098, 837, -157, 0, -488, -44, -167, 16020339, 0, 4615, 14760, 2849, -1587968272, 0, 9252, 10938, 9671, 47, 703, 1209, 768
75642.555, 1463, 21, 0, 10939, 1098, 837, -157, 0, -488, -44, -245, 16020396, 0, 4612, 14752, 2848, -1587768162, 0, 9252, 10939, 9672, 102, 809, 1206, 768
75642.755, 1463, 21, 0, 10940, 1098, 837, -157, 0, -488, -83, -219, 16020521, 0, 4614, 14758, 2849, -1587568048, 0, 9252, 10940, 9673, 6, 739, 1206, 921
75642.955, 1463, 21, 0, 10941, 1098, 837, -157, 0, -488, -83, -245, 16020401, 0, 4607, 14735, 2849, -1587367938, 0, 9252, 10941, 9674, 1, 765, 1209, 768
75643.155, 1463, 21, 0, 10942, 1098, 837, -157, 0, -488, -122, -167, 16020393, 0, 4612, 14753, 2849, -1587167830, 0, 9252, 10942, 9675, 13, 739, 1216, 768
75643.355, 1463, 21, 0, 10943, 1098, 837, -157, 0, -488, -83, -206, 16020423, 0, 4614, 14759, 2849, -1586967711, 0, 9253, 10943, 9676, 11, 720, 1209, 921
75643.555, 1463, 21, 0, 10944, 1098, 837, -157, 0, -488, -44, -206, 16020333, 0, 4605, 14731, 2849, -1586767600, 0, 9253, 10944, 9677, 7, 756, 1216, 614
75643.555, 1463, 21, 0, 10945, 1098, 0, -157, 0, 0, 0, -206, 16020333, 1, 4605, 14731, 2849, -1586767600, 0, 9253, 10945, 9677, 7, 756, 1216, 614
75644.167, 1463, 21, 0, 10946, 1098, 837, -157, 0, -488, -122, -206, 16020447, 0, 4604, 14725, 2848, -1586155010, 0, 9253, 10946, 9678, 42, 809, 1209, 921
75644.366, 1463, 21, 0, 10947, 1098, 837, -157, 0, -488, -122, -245, 16020482, 0, 4601, 14716, 2848, -1585955196, 0, 9253, 10947, 9679, 9, 900, 1206, 1075
75644.568, 1463, 21, 0, 10948, 1098, 837, -157, 0, -488, -122, -219, 16020389, 0, 4602, 14721, 2848, -1585755084, 0, 9253, 10948, 9680, 1, 832, 1206, 921
75644.768, 1463, 21, 0, 10949, 1098, 837, -157, 0, -488, -96, -245, 16020374, 0, 4602, 14719, 2848, -1585554971, 0, 9253, 10949, 9681, 49, 782, 1203, 768
75644.968, 1463, 21, 0, 10950, 1098, 837, -157, 0, -488, -44, -206, 16020303, 0, 4603, 14723, 2848, -1585354861, 0, 9253, 10950, 9682, 6, 786, 1209, 1075
75645.169, 1463, 21, 0, 10951, 1098, 837, -157, 0, -488, -122, -245, 16020447, 0, 4600, 14713, 2849, -1585154753, 0, 9253, 10951, 9683, 23, 731, 1206, 768
75645.369, 1463, 21, 0, 10952, 1098, 837, -157, 0, -488, -96, -245, 16020456, 0, 4605, 14728, 2849, -1584954637, 0, 9253, 10952, 9684, 49, 850, 1206, 921
75645.569, 1463, 21, 0, 10953, 1098, 837, -157, 0, -488, -96, -206, 16020406, 0, 4604, 14728, 2849, -1584754526, 0, 9253, 10953, 9685, 24, 791, 1216, 768
75645.769, 1463, 21, 0, 10954, 1098, 837, -157, 0, -488, -122, -219, 16020492, 0, 4606, 14733, 2848, -1584554414, 0, 9253, 10954, 9686, 2, 850, 1206, 768
75645.970, 1463, 21, 0, 10955, 1098, 837, -157, 0, -488, -18, -206, 16020326, 0, 4607, 14737, 2845, -1584354304, 0, 9253, 10955, 9687, 21, 807, 1209, 768
75646.170, 1463, 21, 0, 10956, 1098, 837, -157, 0, -488, -83, -232, 16020363, 0, 4600, 14713, 2848, -1584154193, 0, 9253, 10956, 9688, 21, 755, 1216, 1075
75646.370, 1463, 21, 0, 10957, 1098, 837, -157, 0, -488, -44, -284, 16020360, 0, 4600, 14715, 2848, -1583954078, 0, 9253, 10957, 9689, 38, 753, 1203, 921
75646.571, 1463, 21, 0, 10958, 1098, 837, -157, 0, -488, -96, -206, 16020451, 0, 4608, 14738, 2849, -1583753968, 0, 9254, 10958, 9690, 51, 804, 1216, 768
75646.771, 1463, 21, 0, 10959, 1098, 837, -157, 0, -488, -83, -245, 16020355, 0, 4597, 14705, 2848, -1583553856, 0, 9254, 10959, 9691, 18, 723, 1219, 768
75646.971, 1463, 21, 0, 10960, 1098, 837, -157, 0, -488, -57, -206, 16020312, 0, 4601, 14717, 2848, -1583353746, 0, 9254, 10960, 9692, 89, 760, 1216, 921
75647.172, 1463, 21, 0, 10961, 1098, 837, -157, 0, -488, -122, -245, 16020476, 0, 4603, 14724, 2849, -1583153639, 0, 9254, 10961, 9693, 66, 797, 1206, 1075
75647.372, 1463, 21, 0, 10962, 1098, 837, -157, 0, -488, -83, -245, 16020480, 0, 4607, 14734, 2854, -1582953471, 0, 9254, 10962, 9694, 38, 865, 1206, 768
75647.572, 1463, 21, 0, 10963, 1098, 837, -157, 0, -488, -83, -206, 16020351, 0, 4605, 14729, 2855, -1582753353, 0, 9254, 10963, 9695, 46, 786, 1216, 921
75647.772, 1463, 21, 0, 10964, 1098, 837, -157, 0, -488, -122, -206, 16020446, 0, 4602, 14721, 2853, -1582553236, 0, 9254, 10964, 9696, 57, 796, 1213, 921
75647.973, 1463, 21, 0, 10965, 1098, 837, -157, 0, -488, -96, -180, 16020357, 0, 4605, 14731, 2854, -1582353118, 0, 9254, 10965, 9697, 5, 774, 1213, 921
75648.173, 1463, 21, 0, 10966, 1098, 837, -157, 0, -488, -83, -206, 16020355, 0, 4604, 14727, 2854, -1582153002, 0, 9254, 10966, 9698, 26, 722, 1216, 921
75648.373, 1463, 21, 0, 10967, 1098, 837, -157, 0, -488, -96, -206, 16020445, 0, 4607, 14736, 2854, -1581952881, 0, 9254, 10967, 9699, 48, 759, 1209, 921
75648.574, 1463, 21, 0, 10968, 1098, 837, -157, 0, -488, -122, -206, 16020455, 0, 4606, 14732, 2854, -1581752762, 0, 9254, 10968, 9700, 120, 802, 1209, 921
75648.774, 1463, 21, 0, 10969, 1098, 837, -157, 0, -488, -44, -232, 16020417, 0, 4607, 14735, 2854, -1581552644, 0, 9254, 10969, 9701, 1, 750, 1216, 768
75648.974, 1463, 21, 0, 10970, 1098, 837, -157, 0, -488, -96, -245, 16020402, 0, 4606, 14733, 2854, -1581352527, 0, 9254, 10970, 9702, 65, 780, 1206, 921
75649.174, 1463, 21, 0, 10971, 1098, 837, -157, 0, -488, -18, -206, 16020297, 0, 4608, 14739, 2854, -1581152412, 0, 9254, 10971, 9703, 3, 841, 1216, 921
75649.365, 1463, 21, 0, 10972, 1098, 837, -157, 0, -488, -161, -284, 16020431, 0, 4594, 14693, 2854, -1580952291, 0, 9255, 10972, 9704, 4, 773, 1206, 1075
75649.564, 1463, 21, 0, 10973, 1098, 837, -157, 0, -488, -122, -206, 16020346, 0, 4600, 14714, 2854, -1580752172, 0, 9255, 10973, 9705, 45, 778, 1206, 1075
75649.764, 1463, 21, 0, 10974, 1098, 837, -157, 0, -488, -122, -206, 16020406, 0, 4602, 14719, 2854, -1580552055, 0, 9255, 10974, 9706, 22, 802, 1213, 921
75649.966, 1463, 21, 0, 10975, 1098, 837, -157, 0, -488, -135, -206, 16020448, 0, 4607, 14734, 2854, -1580351940, 0, 9255, 10975, 9707, 107, 754, 1209, 1075
75650.166, 1463, 21, 0, 10976, 1098, 837, -157, 0, -488, -83, -219, 16020396, 0, 4606, 14731, 2849, -1580151877, 0, 9255, 10976, 9708, 48, 778, 1216, 1075
75650.366, 1463, 21, 0, 10977, 1098, 837, -157, 0, -488, -122, -206, 16020377, 0, 4598, 14706, 2849, -1579951760, 0, 9255, 10977, 9709, 1, 788, 1216, 921
75650.566, 1463, 21, 0, 10978, 1098, 837, -157, 0, -488, -44, -258, 16020423, 0, 4607, 14735, 2849, -1579751646, 0, 9255, 10978, 9710, 5, 821, 1206, 768
75650.767, 1463, 21, 0, 10979, 1098, 837, -157, 0, -488, -122, -232, 16020424, 0, 4598, 14708, 2848, -1579551534, 0, 9255, 10979, 9711, 110, 787, 1213, 921
75650.967, 1463, 21, 0, 10980, 1098, 837, -157, 0, -488, -122, -284, 16020446, 0, 4602, 14719, 2848, -1579351424, 0, 9255, 10980, 9712, 104, 802, 1209, 1075
75651.167, 1463, 21, 0, 10981, 1098, 837, -157, 0, -488, -122, -245, 16020481, 0, 4602, 14720, 2849, -1579151316, 0, 9255, 10981, 9713, 23, 813, 1213, 921
75651.368, 1463, 21, 0, 10982, 1098, 837, -157, 0, -488, -122, -245, 16020415, 0, 4592, 14689, 2849, -1578951201, 0, 9255, 10982, 9714, 39, 766, 1213, 921
75651.568, 1463, 21, 0, 10983, 1098, 837, -157, 0, -488, -122, -245, 16020377, 0, 4600, 14712, 2848, -1578751090, 0, 9255, 10983, 9715, 103, 792, 1206, 1228
75651.768, 1463, 21, 0, 10984, 1098, 837, -157, 0, -488, -122, -232, 16020341, 0, 4593, 14690, 2848, -1578550978, 0, 9255, 10984, 9716, 24, 716, 1206, 768
75651.968, 1463, 21, 0, 10985, 1098, 837, -157, 0, -488, -122, -219, 16020337, 0, 4597, 14704, 2848, -1578350868, 0, 9255, 10985, 9717, 55, 799, 1212, 1075
75652.169, 1463, 21, 0, 10986, 1098, 837, -157, 0, -488, -122, -245, 16020460, 0, 4601, 14716, 2848, -1578150761, 0, 9256, 10986, 9718, 42, 782, 1206, 1075
75652.369, 1463, 21, 0, 10987, 1098, 837, -157, 0, -488, -83, -206, 16020299, 0, 4595, 14699, 2848, -1577950646, 0, 9256, 10987, 9719, 45, 850, 1209, 1075
75652.569, 1463, 21, 0, 10988, 1098, 837, -157, 0, -488, -83, -206, 16020345, 0, 4605, 14730, 2849, -1577750531, 0, 9256, 10988, 9720, 66, 803, 1212, 921
75652.770, 1463, 21, 0, 10989, 1098, 837, -157, 0, -488, -148, -219, 16020390, 0, 4599, 14710, 2848, -1577550417, 0, 9256, 10989, 9721, 84, 746, 1206, 768
75652.970, 1463, 21, 0, 10990, 1098, 837, -157, 0, -488, -122, -206, 16020431, 0, 4600, 14714, 2848, -1577350308, 0, 9256, 10990, 9722, 28, 755, 1209, 768
75653.170, 1463, 21, 0, 10991, 1098, 837, -157, 0, -488, -44, -219, 16020337, 0, 4604, 14726, 2849, -1577150199, 0, 9256, 10991, 9723, 50, 705, 1209, 614
75653.370, 1463, 21, 0, 10992, 1098, 837, -157, 0, -488, -44, -206, 16020331, 0, 4609, 14741, 2849, -1576950084, 0, 9256, 10992, 9724, 156, 650, 1203, 768
75653.571, 1463, 21, 0, 10993, 1098, 837, -157, 0, -488, -83, -167, 16020322, 0, 4607, 14736, 2849, -1576749973, 0, 9256, 10993, 9725, 50, 703, 1216, 614
75653.771, 1463, 21, 0, 10994, 1098, 837, -157, 0, -488, -5, -128, 16020326, 0, 4616, 14765, 2849, -1576549861, 0, 9256, 10994, 9726, 71, 620, 1216, 614
75653.971, 1463, 21, 0, 10995, 1098, 837, -157, 0, -488, -83, -245, 16020373, 0, 4605, 14729, 2848, -1576349751, 0, 9256, 10995, 9727, 29, 725, 1206, 614
75654.172, 1463, 21, 0, 10996, 1098, 837, -157, 0, -488, -83, -206, 16020436, 0, 4609, 14741, 2849, -1576149645, 0, 9256, 10996, 9728, 53, 648, 1209, 614
75654.172, 1463, 21, 0, 10997, 1098, 0, -157, 0, 0, 0, -206, 16020436, 1, 4609, 14741, 2849, -1576149645, 0, 9256, 10997, 9728, 53, 648, 1209, 614
75654.781, 1463, 21, 0, 10998, 1098, 837, -157, 0, -488, -83, -167, 16020422, 0, 4616, 14764, 2847, -1575537047, 0, 9256, 10998, 9729, 26, 703, 1213, 768
75654.982, 1463, 21, 0, 10999, 1098, 837, -157, 0, -488, -44, -206, 16020322, 0, 4606, 14734, 2849, -1575337228, 0, 9256, 10999, 9730, 58, 667, 1206, 537
75655.182, 1463, 21, 0, 11000, 1098, 837, -157, 0, -488, -83, -167, 16020329, 0, 4607, 14737, 2849, -1575137120, 0, 9256, 11000, 9731, 39, 686, 1212, 768
75655.382, 1463, 21, 0, 11001, 1098, 837, -157, 0, -488, -83, -128, 16020425, 0, 4620, 14779, 2849, -1574937004, 0, 9257, 11001, 9732, 38, 706, 1209, 614
75655.583, 1463, 21, 0, 11002, 1098, 837, -157, 0, -488, -83, -167, 16020331, 0, 4608, 14738, 2849, -1574736892, 0, 9257, 11002, 9733, 122, 713, 1213, 768
75655.783, 1463, 21, 0, 11003, 1098, 837, -157, 0, -488, -57, -167, 16020341, 0, 4613, 14756, 2848, -1574536781, 0, 9257, 11003, 9734, 41, 731, 1209, 614
75655.983, 1463, 21, 0, 11004, 1098, 837, -157, 0, -488, -83, -245, 16020389, 0, 4607, 14735, 2848, -1574336671, 0, 9257, 11004, 9735, 22, 728, 1206, 768
75656.183, 1463, 21, 0, 11005, 1098, 837, -157, 0, -488, -44, -206, 16020295, 0, 4601, 14717, 2849, -1574136562, 0, 9257, 11005, 9736, 62, 745, 1209, 614
75656.384, 1463, 21, 0, 11006, 1098, 837, -157, 0, -488, -83, -245, 16020423, 0, 4612, 14752, 2848, -1573936443, 0, 9257, 11006, 9737, 81, 629, 1206, 921
75656.584, 1463, 21, 0, 11007, 1098, 837, -157, 0, -488, -122, -180, 16020462, 0, 4609, 14741, 2849, -1573736332, 0, 9257, 11007, 9738, 34, 628, 1206, 614
75656.784, 1463, 21, 0, 11008, 1098, 837, -157, 0, -488, -57, -206, 16020422, 0, 4610, 14747, 2848, -1573536214, 0, 9257, 11008, 9739, 56, 750, 1212, 921
75656.986, 1463, 21, 0, 11009, 1098, 837, -157, 0, -488, -83, -206, 16020318, 0, 4599, 14710, 2848, -1573336105, 0, 9257, 11009, 9740, 111, 780, 1213, 768
75657.186, 1463, 21, 0, 11010, 1098, 837, -157, 0, -488, -122, -167, 16020366, 0, 4608, 14738, 2849, -1573135994, 0, 9257, 11010, 9741, 43, 607, 1209, 614
75657.385, 1463, 21, 0, 11011, 1098, 837, -157, 0, -488, -83, -167, 16020411, 0, 4612, 14753, 2849, -1572935877, 0, 9257, 11011, 9742, 73, 701, 1213, 537
75657.585, 1463, 21, 0, 11012, 1098, 837, -157, 0, -488, -83, -128, 16020414, 0, 4617, 14767, 2849, -1572735763, 0, 9257, 11012, 9743, 41, 709, 1212, 614
75657.787, 1463, 21, 0, 11013, 1098, 837, -157, 0, -488, -83, -167, 16020391, 0, 4609, 14741, 2849, -1572535650, 0, 9257, 11013, 9744, 24, 807, 1209, 768
75657.987, 1463, 21, 0, 11014, 1098, 837, -157, 0, -488, -83, -206, 16020394, 0, 4603, 14722, 2849, -1572335539, 0, 9257, 11014, 9745, 50, 750, 1213, 614
75658.187, 1463, 21, 0, 11015, 1098, 837, -157, 0, -488, -57, -206, 16020440, 0, 4617, 14766, 2849, -1572135431, 0, 9258, 11015, 9746, 40, 764, 1209, 768
75658.388, 1463, 21, 0, 11016, 1098, 837, -157, 0, -488, -83, -206, 16020443, 0, 4611, 14750, 2848, -1571935317, 0, 9258, 11016, 9747, 76, 802, 1209, 614
75658.588, 1463, 21, 0, 11017, 1098, 837, -157, 0, -488, -122, -206, 16020359, 0, 4600, 14713, 2848, -1571735204, 0, 9258, 11017, 9748, 8, 688, 1206, 537
75658.588, 1463, 21, 0, 11018, 1098, 0, -157, 0, 0, 0, -206, 16020359, 1, 4600, 14713, 2848, -1571735204, 0, 9258, 11018, 9748, 8, 688, 1206, 537
75659.198, 1463, 21, 0, 11019, 1098, 837, -157, 0, -488, -44, -167, 16020254, 0, 4603, 14723, 2853, -1571122562, 0, 9258, 11019, 9749, 45, 699, 1206, 921
75659.398, 1463, 21, 0, 11020, 1098, 837, -157, 0, -488, -96, -180, 16020458, 0, 4617, 14767, 2854, -1570922751, 0, 9258, 11020, 9750, 61, 677, 1206, 921
75659.598, 1463, 21, 0, 11021, 1098, 837, -157, 0, -488, -44, -180, 16020350, 0, 4603, 14723, 2855, -1570722631, 0, 9258, 11021, 9751, 49, 694, 1213, 921
75659.799, 1463, 21, 0, 11022, 1098, 837, -157, 0, -488, -122, -219, 16020300, 0, 4587, 14672, 2854, -1570522514, 0, 9258, 11022, 9752, 23, 771, 1213, 614
75659.999, 1463, 21, 0, 11023, 1098, 837, -157, 0, -488, -83, -258, 16020393, 0, 4607, 14736, 2853, -1570322399, 0, 9258, 11023, 9753, 98, 811, 1206, 768
75660.199, 1463, 21, 0, 11024, 1098, 837, -157, 0, -488, -44, -219, 16020426, 0, 4611, 14749, 2854, -1570122281, 0, 9258, 11024, 9754, 5, 766, 1209, 921
75660.400, 1463, 21, 0, 11025, 1098, 837, -157, 0, -488, -135, -206, 16020414, 0, 4598, 14706, 2854, -1569922160, 0, 9258, 11025, 9755, 7, 756, 1213, 768
75660.600, 1463, 21, 0, 11026, 1098, 837, -157, 0, -488, -83, -258, 16020343, 0, 4596, 14700, 2854, -1569722042, 0, 9258, 11026, 9756, 21, 736, 1209, 1075
75660.800, 1463, 21, 0, 11027, 1098, 837, -157, 0, -488, -83, -206, 16020429, 0, 4608, 14740, 2854, -1569521925, 0, 9258, 11027, 9757, 94, 879, 1209, 1075
75661.000, 1463, 21, 0, 11028, 1098, 837, -157, 0, -488, -83, -219, 16020482, 0, 4612, 14752, 2854, -1569321808, 0, 9258, 11028, 9758, 1, 786, 1206, 768
75661.201, 1463, 21, 0, 11029, 1098, 837, -157, 0, -488, -83, -206, 16020450, 0, 4608, 14740, 2854, -1569121692, 0, 9258, 11029, 9759, 5, 673, 1206, 768
