GPS time of week(s), GPS week, latitude (deg), longitude (deg), height (m), Velocity North (m/s), Velocity East (m/s), Velocity Up (m/s), Ground Speed (km/hr), Clock Offset (m), Clock Drift (m/s), Northing (m), Easting (m), Up (m),STDEV latitude (m), STDEV longitude (m), STDEV height (m), STDEV Velocity North (m/s), STDEV Velocity East (m/s), STDEV Velocity Up (m/s), STDEV Clock Offset (m), STDEV Clock Drift (m/s), NR PSR Available, NR PSR Used, NR Doppler Available, NR Doppler Used, NR ADR Available, NR ADR Used,NDOP,EDOP,VDOP,HDOP,PDOP,TDOP,GDOP
73904.99998,1463,51.09434288032,-114.13792460156,1092.9108,-0.0004661808,-0.002544678,9.766869e-005,0.009313298,-142326.9517557,-112.009265,10.533253,-10.834195,-0.046234617,0.098782462,0.10191733,0.15889492,0.099953754,0.099953556,0.099958319,0.12091018,99.949887,12,9,0,0,12,9,0.6866529,0.6668576,1.0796584,0.95717883,1.442863,0.75062817,1.6264367
73909.99999,1463,51.09434350917,-114.13792331999,1092.9096,0.007355003,0.006766664,-0.0004004472,0.03597908,-143443.8522392,-112.025157,10.603224,-10.744398,-0.047379592,0.097974679,0.1010818,0.15787601,0.099953754,0.099953556,0.099958314,0.11995382,99.949887,12,9,0,0,12,9,0.68665153,0.66685736,1.0793033,0.95717764,1.4425966,0.75037658,1.6260842
73915.00001,1463,51.09434304818,-114.13792388311,1092.9345,-0.003704703,-0.004894352,0.0007570742,0.02209811,-144560.7789483,-112.029262,10.55193,-10.783855,-0.02249254,0.09715209,0.10026667,0.15686591,0.099953754,0.099953556,0.09995831,0.1190175,99.949887,12,9,0,0,12,9,0.68665069,0.6668573,1.0789486,0.95717698,1.4423307,0.75012529,1.6257324
73920.00002,1463,51.0943427871,-114.1379235672,1092.9388,-0.001697278,0.001251394,-0.0002476459,0.007591426,-145677.8932465,-112.047369,10.52288,-10.76172,-0.018175716,0.096313533,0.099470429,0.15586384,0.099953753,0.099953556,0.099958305,0.11809997,99.949887,12,9,0,0,12,9,0.6866504,0.66685736,1.0785946,0.95717686,1.4420658,0.74987435,1.6253816
73924.99999,1463,51.09434272878,-114.13792384767,1092.9561,0.001018134,-0.002352569,2.525116e-005,0.009228352,-146795.1278396,-112.061445,10.516391,-10.781372,-0.00088721066,0.095458124,0.098691683,0.15486908,0.099953753,0.099953556,0.099958301,0.11720009,99.949887,12,9,0,0,12,9,0.68665057,0.6668576,1.0782409,0.9571771,1.4418014,0.74962378,1.6250315
73930.00001,1463,51.09434262432,-114.13792340458,1092.9552,-0.0003067348,0.002050572,-0.000391955,0.007464192,-147912.5187154,-112.074612,10.504768,-10.750325,-0.0017921386,0.094585243,0.097929151,0.15388095,0.099953753,0.099953556,0.099958296,0.11631681,99.949887,12,9,0,0,12,9,0.68665123,0.66685796,1.0778877,0.95717788,1.4415379,0.7493735,1.6246821
73934.99998,1463,51.09434244039,-114.1379238374,1092.9778,-0.0002478898,-0.003255415,0.0006976925,0.01175342,-149029.7156119,-112.057619,10.484302,-10.780652,0.020752899,0.093694524,0.097181658,0.15289885,0.099953753,0.099953556,0.099958291,0.11544916,99.949887,12,9,0,0,12,9,0.68665236,0.66685849,1.0775349,0.95717901,1.4412749,0.74912351,1.6243335
73939.99999,1463,51.09434243177,-114.1379242106,1092.9725,0.0005051625,-0.002643859,-0.0004906397,0.009690074,-150147.0087597,-112.064904,10.483343,-10.806801,0.015506038,0.09278584,0.096448127,0.1519222,0.099953753,0.099953556,0.099958287,0.11459624,99.949887,12,9,0,0,11,9,0.68665403,0.66685921,1.0771827,0.95718074,1.4410126,0.74887389,1.6239856
73945,1463,51.09434201918,-114.13792357012,1093.004,-0.002371725,0.003424547,0.0004967779,0.01499632,-151264.6787317,-112.104783,10.437434,-10.761925,0.046970277,0.09185929,0.095727565,0.15095047,0.099953753,0.099953556,0.099958283,0.11375723,99.949887,12,9,0,0,12,9,0.68665618,0.66686004,1.0768307,0.95718288,1.440751,0.74862462,1.6236386
73950.00002,1463,51.09434192809,-114.13792344589,1093.0184,0.0004085994,0.0001079027,-0.0005411315,0.001521384,-152382.6889796,-112.138063,10.427299,-10.75322,0.061393957,0.09091519,0.095019061,0.14998319,0.099953753,0.099953556,0.099958278,0.11293137,99.949887,12,9,0,0,12,9,0.6866588,0.666861,1.0764794,0.95718539,1.4404901,0.74837559,1.6232923
73954.99999,1463,51.0943417816,-114.13792356394,1093.0507,0.001037813,-0.001324436,0.0004550247,0.006057409,-153500.7115901,-112.141383,10.410999,-10.761492,0.093717614,0.08995405,0.094321779,0.14901993,0.099953752,0.099953556,0.099958273,0.11211795,99.949887,12,9,0,0,11,9,0.68666196,0.66686213,1.0761285,0.95718849,1.44023,0.74812698,1.6229469
73960,1463,51.09434149476,-114.13792353875,1093.062,-0.0001308586,-0.0005338066,-0.0006146635,0.001978604,-154618.8844654,-112.154965,10.379083,-10.759727,0.10497108,0.088976561,0.09363495,0.14806028,0.099953753,0.099953556,0.099958269,0.11131632,99.949887,12,9,0,0,11,9,0.68666553,0.66686344,1.075778,0.95719194,1.4399704,0.74787861,1.622602
73964.99998,1463,51.09434116481,-114.13792315167,1093.0801,-0.001213793,0.00181522,0.0002042259,0.007861133,-155737.1615252,-112.165994,10.342369,-10.732606,0.12308523,0.08798358,0.09295787,0.14710388,0.099953752,0.099953556,0.099958264,0.11052587,99.949887,12,9,0,0,12,9,0.68666965,0.66686487,1.075428,0.95719588,1.4397116,0.7476306,1.6222579
73969.99999,1463,51.09434105113,-114.13792314562,1093.1056,0.000139075,-0.0002993448,0.0002873083,0.001188268,-156855.5127261,-112.173091,10.32972,-10.732181,0.14862259,0.089975175,0.096187017,0.14918063,0.099976239,0.099987942,0.099994797,0.11324887,99.949887,11,9,0,0,11,2,0.68667424,0.66686642,1.0750785,0.95720029,1.4394534,0.74738288,1.6219146
73975,1463,51.09434097576,-114.13792316478,1093.1298,0.0005332931,-0.0005266638,0.0004579819,0.002698263,-157973.9387599,-112.180105,10.321334,-10.733524,0.17279538,0.091747311,0.099020553,0.15121789,0.099977929,0.099988817,0.099995146,0.11560271,99.949887,11,9,0,0,11,2,0.6866793,0.66686815,1.0747294,0.95720512,1.439196,0.74713552,1.6215723
73980.00002,1463,51.09434097928,-114.13792308414,1093.1493,0.0003854391,-0.0003109658,0.0003253644,0.001782865,-159092.2366553,-112.166825,10.321726,-10.727874,0.19228879,0.093400713,0.10157,0.15312776,0.099977946,0.099988842,0.099995128,0.11774539,99.949887,11,9,0,0,11,9,0.68668479,0.66687006,1.0743808,0.95721036,1.4389391,0.74688846,1.6212304
73985.00003,1463,51.09434079515,-114.13792295216,1093.1663,-0.0008659912,0.0004532098,-0.0001834787,0.003518694,-160210.7047792,-112.184212,10.301238,-10.718626,0.20930727,0.092883473,0.10086449,0.15272917,0.099953786,0.099953597,0.099958528,0.11701175,99.949887,11,9,0,0,11,9,0.68669081,0.66687208,1.0740325,0.95721608,1.4386829,0.74664176,1.6208894
73990,1463,51.09434072685,-114.13792253136,1093.1746,-0.0002358787,0.001768172,3.715271e-005,0.006421808,-161329.341461,-112.200766,10.293638,-10.689143,0.21760791,0.092302927,0.099998093,0.15190074,0.099953752,0.099953555,0.099958244,0.11612857,99.949887,11,9,0,0,11,9,0.6866973,0.66687423,1.0736848,0.95722222,1.4384274,0.74639529,1.6205491
73995.00002,1463,51.0943408035,-114.13792216266,1093.1806,0.001027272,0.001468112,0.0001389502,0.006450573,-162447.9956328,-112.201276,10.302167,-10.663309,0.22358144,0.091748896,0.099163121,0.15104508,0.099953752,0.099953556,0.099958238,0.11525664,99.949887,11,9,0,0,11,9,0.68670422,0.66687655,1.0733376,0.95722884,1.4381727,0.74614918,1.6202096
73999.99999,1463,51.09434103755,-114.13792155502,1093.1698,0.00258384,0.003076943,-0.0004123371,0.01446457,-163566.6489098,-112.201236,10.328209,-10.620733,0.21279733,0.091209223,0.098358363,0.15019825,0.099953752,0.099953555,0.099958233,0.11440668,99.949887,11,9,0,0,11,9,0.68671167,0.666879,1.0729907,0.95723587,1.4379184,0.74590343,1.6198708
74005,1463,51.09433967875,-114.13792332444,1093.2237,-0.0147019,-0.01318411,0.006032286,0.07109126,-164685.4942514,-112.219611,10.177017,-10.744712,0.26667645,0.090676223,0.097579746,0.14936189,0.099953752,0.099953556,0.099958229,0.11357731,99.949887,11,9,0,0,11,9,0.68671954,0.66688162,1.0726442,0.95724338,1.437665,0.74565792,1.6195327
74010.00001,1463,51.09433959017,-114.13792322311,1093.2251,-0.0001441324,3.26015e-005,4.212996e-005,0.0005319846,-165804.6098061,-112.247844,10.16716,-10.737612,0.26808459,0.095523974,0.10163777,0.15190823,0.099999959,0.09999985,0.099999981,0.11751524,99.949887,10,8,0,0,10,1,0.88210189,0.66689301,1.2139921,1.1058255,1.642141,0.88070577,1.8634027
74015.00003,1463,51.09433947808,-114.1379231469,1093.2253,-0.0001568161,-6.077056e-006,3.820247e-005,0.0005649619,-166923.6212532,-112.237551,10.154689,-10.732272,0.26832621,0.10007434,0.10536694,0.15437644,0.099999959,0.09999985,0.099999981,0.12078776,99.949887,10,8,0,0,10,1,0.88184673,0.66689467,1.2134979,1.1056229,1.6416392,0.88031411,1.8627753
74020,1463,51.09433932815,-114.13792321834,1093.2254,-0.0001788313,-9.190317e-005,4.509889e-005,0.0007238314,-168042.7575898,-112.25139,10.138006,-10.737278,0.26840922,0.10430771,0.10869325,0.15670072,0.099999956,0.099999839,0.09999998,0.1237745,99.949887,10,8,0,0,10,8,0.88159215,0.66689658,1.2130042,1.1054211,1.6411383,0.87992287,1.8621491
74025.00001,1463,51.09433907565,-114.13792326274,1093.2316,-0.0005399517,0.001094765,-0.0003186731,0.004394445,-169162.1312338,-112.27622,10.109911,-10.740389,0.27462389,0.10431229,0.10785559,0.1565119,0.099956015,0.099953618,0.099960389,0.12297083,99.949887,10,8,0,0,10,8,0.88133806,0.66689873,1.2125112,1.1052197,1.6406384,0.87953204,1.8615237
74029.99999,1463,51.09433920356,-114.13792311138,1093.2281,0.002141432,6.172585e-005,1.892473e-005,0.007712357,-170281.79635,-112.302993,10.124143,-10.729783,0.27110287,0.10378739,0.10674624,0.15574081,0.099955845,0.099953555,0.099959947,0.12198248,99.949887,10,8,0,0,10,8,0.8810845,0.66690111,1.2120187,1.105019,1.6401391,0.87914163,1.8608993
74035,1463,51.09433894833,-114.1379232245,1093.2279,-0.00137402,-0.0004564051,2.005309e-006,0.005212219,-171401.2268578,-112.280304,10.095743,-10.737709,0.27090376,0.10322985,0.10566857,0.15491065,0.099955842,0.099953556,0.099959936,0.12101144,99.949887,10,8,0,0,10,8,0.88083142,0.66690373,1.211527,1.1048188,1.6396409,0.8787517,1.860276
74040.00001,1463,51.0943389048,-114.13792271372,1093.2112,0.0006576937,0.001662259,-0.0005766991,0.006435513,-172521.0222494,-112.31446,10.0909,-10.70192,0.25414722,0.10267028,0.10463097,0.15408383,0.09995584,0.099953556,0.099959931,0.12007364,99.949887,10,8,0,0,10,8,0.88057894,0.6669066,1.2110358,1.1046193,1.6391435,0.87836212,1.8596536
74045.00003,1463,51.09433892209,-114.13792221802,1093.2055,0.001457019,0.001319781,-7.604928e-006,0.007077208,-173641.0480453,-112.337702,10.092824,-10.667188,0.24847454,0.10210753,0.10363075,0.15326634,0.099955837,0.099953556,0.099959925,0.11916633,99.949887,10,8,0,0,10,8,0.88032693,0.66690964,1.2105453,1.1044202,1.638647,0.87797302,1.8590322
74050,1463,51.09433844319,-114.13792197295,1093.1883,-0.003615009,0.0002157866,-0.0008437526,0.0130372,-174761.4780074,-112.379535,10.039537,-10.650017,0.23126515,0.10153846,0.10266506,0.15245801,0.099955835,0.099953555,0.099959919,0.11828628,99.949887,10,8,0,0,10,8,0.88007545,0.66691291,1.2100554,1.1042217,1.6381513,0.87758434,1.8584117
74055.00001,1463,51.09433840525,-114.1379223025,1093.1958,0.00123634,-0.002706281,0.0003884197,0.01071113,-175881.9010645,-112.379401,10.035316,-10.673107,0.238821,0.10096,0.10173131,0.15165804,0.099955833,0.099953556,0.099959913,0.11743096,99.949887,10,8,0,0,10,8,0.87982452,0.66691649,1.2095661,1.1040239,1.6376566,0.87719607,1.8577921
74059.99998,1463,51.09433781165,-114.13792192487,1093.1865,-0.004097729,0.002051138,-0.0009228622,0.0164967,-177002.382689,-112.386265,9.9692661,-10.646648,0.22950881,0.10036933,0.10082711,0.1508656,0.09995583,0.099953555,0.099959907,0.1165983,99.949887,10,8,0,0,10,8,0.87957406,0.66692024,1.2090775,1.1038266,1.6371626,0.87680823,1.8571737
74065,1463,51.0943374237,-114.13792157552,1093.1978,-0.001945349,0.001157072,0.0004051067,0.008148414,-178123.0683563,-112.406139,9.9260997,-10.62217,0.24077532,0.09976387,0.09995029,0.15007992,0.099955828,0.099953556,0.099959901,0.11578658,99.949887,10,8,0,0,10,8,0.87932414,0.66692424,1.2085894,1.1036298,1.6366696,0.8764208,1.8565562
74070.00001,1463,51.0943373063,-114.13792228678,1093.2096,0.0007422972,-0.00534501,0.001072409,0.01942671,-179243.8542273,-112.41579,9.9130365,-10.672006,0.25256275,0.099141301,0.099098846,0.14930024,0.099955826,0.099953556,0.099959896,0.11499429,99.949887,10,8,0,0,10,8,0.87907475,0.66692847,1.208102,1.1034337,1.6361773,0.87603384,1.8559395
74075.00002,1463,51.09433707978,-114.1379224184,1093.2346,0.0003538301,-0.0003385917,0.0008625612,0.001763045,-180364.8374716,-112.437516,9.8878322,-10.681229,0.27761787,0.09853217,0.098758064,0.14867233,0.099955824,0.099956599,0.099963293,0.11451301,99.949887,10,8,0,0,10,7,0.8788259,0.66693288,1.2076151,1.1032382,1.635686,0.87564725,1.8553239
74080,1463,51.09433696813,-114.13792171039,1093.225,0.0003370538,0.001521456,-4.004583e-005,0.005610035,-181485.7942457,-112.431338,9.8754084,-10.63162,0.2679863,0.097909683,0.098041748,0.14789346,0.099955821,0.09995818,0.09996475,0.11375449,99.949887,10,8,0,0,9,7,0.87857759,0.66693753,1.207129,1.1030432,1.6351956,0.87526113,1.8547093
74085.00001,1463,51.09433659812,-114.13792165326,1093.2221,-0.001952508,0.0004936862,-0.0004968421,0.007250237,-182606.8844712,-112.446988,9.8342373,-10.627618,0.26511147,0.097265601,0.097319226,0.14712887,0.09995582,0.099958208,0.099964816,0.11300377,99.949887,10,8,0,0,9,7,0.87832975,0.66694248,1.2066435,1.1028488,1.634706,0.87487543,1.8540957
74089.99998,1463,51.09433642127,-114.13792256689,1093.2579,0.001289032,-0.00285915,0.0004936854,0.01129066,-183728.2738766,-112.481882,9.81456,-10.691633,0.30084521,0.096601299,0.096614481,0.14637549,0.099955817,0.099958206,0.099964817,0.11226928,99.949887,10,8,0,0,10,7,0.87808245,0.66694754,1.2061585,1.1026549,1.6342173,0.8744902,1.853483
74094.99899,1463,51.09433630599,-114.13792288656,1093.2806,-0.0001208839,-0.0002828143,0.0001755287,0.001107238,114943.6996023,-112.410323,9.8017327,-10.714032,0.32362157,0.10122254,0.10104356,0.14906974,0.099999965,0.099999942,0.099999982,0.5044649,99.94989,10,8,0,0,10,0,0.87783575,0.66695291,1.2056745,1.1024617,1.6337297,0.87410551,1.8528717
74099.999,1463,51.09433616073,-114.13792316987,1093.2999,-0.0001289755,-0.0002034137,0.0001527718,0.0008670831,113821.7308204,-112.50793,9.7855704,-10.733882,0.34286351,0.10554947,0.10514046,0.15162437,0.099999962,0.099999937,0.09999998,0.48685628,99.949911,10,8,0,0,10,8,0.87758946,0.66695845,1.2051908,1.1022689,1.6332427,0.87372106,1.8522608
74104.99898,1463,51.09433630895,-114.13792384857,1093.33,0.003137333,-0.002414282,0.0007827702,0.01425146,112699.5731577,-112.547053,9.8020621,-10.781437,0.37301491,0.10566224,0.10482007,0.15156057,0.099955973,0.099953618,0.099960288,0.35743031,99.949887,10,8,0,0,10,8,0.87734371,0.66696423,1.2047077,1.1020768,1.6327566,0.87333709,1.8516511
74109.99899,1463,51.09433611979,-114.13792384311,1093.3274,-0.000781656,0.001133661,-0.0008290184,0.004957259,111577.3358743,-112.546185,9.7810149,-10.781055,0.37035483,0.10524357,0.1041762,0.15089689,0.099955807,0.099953556,0.099959854,0.29897653,99.949887,10,8,0,0,10,8,0.8770985,0.66697025,1.2042253,1.1018853,1.6322713,0.87295359,1.8510424
74114.999,1463,51.09433598451,-114.13792335637,1093.3184,-0.0006120424,0.002382728,-0.0002503033,0.008856284,110454.8815219,-112.568966,9.765962,-10.74695,0.36137903,0.10478943,0.10393777,0.15045733,0.099955805,0.099957137,0.09996389,0.26431578,99.949887,10,8,0,0,10,8,0.87685376,0.66697645,1.2037436,1.1016942,1.6317869,0.87257046,1.8504345
74119.99902,1463,51.09433558624,-114.13792281834,1093.3031,-0.002907308,0.002933328,-0.001412179,0.01486798,109332.2813137,-112.591073,9.7216471,-10.709252,0.34612135,0.10432754,0.10337348,0.14974635,0.099955803,0.099958172,0.099964764,0.24071997,99.949887,10,8,0,0,10,7,0.87660956,0.66698289,1.2032624,1.1015037,1.6313034,0.87218779,1.8498276
74124.99899,1463,51.09433595951,-114.13792327419,1093.2994,0.004368052,-0.002916552,3.171411e-005,0.01890811,108209.2622583,-112.631914,9.7631808,-10.741192,0.3423603,0.10385535,0.10278949,0.14900638,0.099955801,0.099958188,0.099964803,0.22341575,99.949887,10,8,0,0,10,7,0.87636584,0.66698956,1.2027819,1.1013138,1.6308208,0.87180555,1.8492218
74129.999,1463,51.09433577972,-114.13792281262,1093.3086,-0.001110616,0.003262564,0.0006817879,0.0124071,107086.3458871,-112.625898,9.7431752,-10.708851,0.3515984,0.10337093,0.10221138,0.14826926,0.099955799,0.099958187,0.099964803,0.21006101,99.949887,10,8,0,0,10,7,0.87612265,0.66699648,1.202302,1.1011245,1.630339,0.87142372,1.848617
74134.99901,1463,51.09433554037,-114.1379228674,1093.3118,-0.001113196,0.000674349,-0.0003263712,0.00468547,105963.6055476,-112.612402,9.7165434,-10.712689,0.35482205,0.10287192,0.10164262,0.14753984,0.099955796,0.099958184,0.099964801,0.19936785,99.949887,10,8,0,0,10,7,0.87588,0.66700357,1.2018226,1.1009357,1.629858,0.87104237,1.848013
74139.99899,1463,51.09433546258,-114.13792298578,1093.3178,0.0004560577,-0.0001138627,-3.876165e-005,0.001692204,104840.5890214,-112.641586,9.7078871,-10.720984,0.36077289,0.10235478,0.10106437,0.14680972,0.099955794,0.099958182,0.099964799,0.19044838,99.949887,10,8,0,0,10,8,0.87563789,0.66701084,1.201344,1.1007476,1.629378,0.87066144,1.8474101
74144.999,1463,51.0943353836,-114.13792315902,1093.3169,0.0003601982,-0.0003178548,-0.0003744954,0.001729403,103717.3106858,-112.6656,9.6990998,-10.733122,0.35991678,0.10181913,0.10037012,0.14600049,0.099955792,0.09995356,0.099959847,0.18296877,99.949887,10,8,0,0,10,8,0.87539625,0.66701835,1.200866,1.1005598,1.6288987,0.87028092,1.8468081
74149.99901,1463,51.09433503708,-114.13792311543,1093.2957,-0.00215319,0.001060014,-0.001471979,0.008639893,102593.6997495,-112.699316,9.6605428,-10.730068,0.33869607,0.10126073,0.099758823,0.1452533,0.099955788,0.099953556,0.099959804,0.1765955,99.949887,10,8,0,0,10,8,0.87515509,0.6670261,1.2003886,1.1003728,1.6284204,0.86990082,1.846207
74154.99899,1463,51.09433501143,-114.13792366158,1093.3174,0.001436795,-0.00159062,0.00133804,0.007716483,101469.8077119,-112.731486,9.6576887,-10.768335,0.36035074,0.10067815,0.099180677,0.14453794,0.099955785,0.099953556,0.099959798,0.17106999,99.949887,10,8,0,0,10,8,0.87491447,0.66703403,1.1999117,1.1001862,1.6279429,0.8695212,1.8456069
74159.999,1463,51.09433475584,-114.1379239431,1093.3312,-0.001406484,1.079414e-005,0.000305845,0.005063491,100345.4987859,-112.77143,9.6292491,-10.78806,0.37415298,0.10006962,0.098620559,0.14383944,0.099955783,0.099953556,0.099959792,0.16621464,99.949887,10,8,0,0,10,8,0.87467438,0.6670422,1.1994355,1.1000003,1.6274661,0.869142,1.8450078
74164.99901,1463,51.09433469462,-114.13792392897,1093.328,0.0007370096,0.001550763,-0.001114277,0.006181159,99221.04259312,-112.785361,9.6224376,-10.787071,0.37100524,0.099433548,0.098072742,0.14315143,0.099955781,0.099953556,0.099959786,0.16190115,99.949887,10,8,0,0,10,8,0.87443477,0.6670506,1.1989599,1.0998149,1.6269903,0.86876321,1.8444097
74169.99899,1463,51.09433448009,-114.13792417181,1093.3325,-0.0007777868,-0.0009813414,-0.0001584892,0.004507889,98096.35267742,-112.807368,9.5985672,-10.804086,0.37547744,0.09876859,0.097534422,0.14247072,0.099955778,0.099953556,0.09995978,0.15803323,99.949887,10,8,0,0,10,8,0.87419569,0.66705918,1.198485,1.09963,1.6265154,0.8683849,1.8438125
74174.999,1463,51.0943343602,-114.13792434719,1093.3243,-0.0005390461,-0.0009694453,-0.0001312171,0.003993234,96971.1632533,-112.854764,9.5852271,-10.816374,0.36726066,0.09807369,0.097003939,0.14179539,0.099955776,0.099953556,0.099959775,0.15453678,99.949887,10,8,0,0,10,8,0.8739571,0.66706795,1.1980107,1.0994456,1.6260413,0.868007,1.8432163
74179.99901,1463,51.09433417905,-114.13792456576,1093.3397,-0.0007904249,-0.0008237343,0.001018976,0.004109853,95845.52566247,-112.902245,9.5650702,-10.831689,0.38263711,0.097364151,0.096859781,0.14127566,0.099955774,0.099956638,0.099963308,0.15152978,99.949887,10,8,0,0,10,8,0.87371904,0.66707695,1.1975369,1.0992619,1.625568,0.86762953,1.842621
74184.99902,1463,51.09433386046,-114.13792449296,1093.3127,-0.00223237,0.001153762,-0.001452908,0.009046424,94719.6797867,-112.919624,9.5296209,-10.826588,0.35566705,0.096628657,0.096398297,0.14060271,0.099955772,0.099958131,0.099964715,0.14861528,99.949887,10,8,0,0,10,8,0.87348145,0.66708612,1.1970639,1.0990785,1.6250956,0.86725253,1.8420267
74189.999,1463,51.09433387188,-114.13792499608,1093.3298,0.001005386,-0.002658495,0.001593654,0.01023211,93593.34308574,-112.971597,9.530892,-10.86184,0.37282014,0.095862866,0.09592616,0.13994077,0.09995577,0.099958156,0.099964777,0.14593071,99.949887,10,8,0,0,10,8,0.8732444,0.66709554,1.1965915,1.0988959,1.624624,0.86687589,1.8414335
74194.99901,1463,51.0943337981,-114.137924961,1093.3185,0.0004331774,0.0002476463,-0.0006940682,0.001796293,92466.79706517,-112.993564,9.5226827,-10.859383,0.36152665,0.095067704,0.095442946,0.13927851,0.099955768,0.099958154,0.099964778,0.14340236,99.949887,10,8,0,0,10,8,0.87300783,0.6671052,1.1961197,1.0987138,1.6241534,0.86649978,1.8408412
74199.99898,1463,51.09433405483,-114.13792556237,1093.3407,0.002411383,-0.003218329,0.001397993,0.01447738,91340.03465,-113.016357,9.5512483,-10.901518,0.38369498,0.094245641,0.094982921,0.13862918,0.099955766,0.099958151,0.099964776,0.14109538,99.949887,10,8,0,0,10,8,0.8727718,0.66711497,1.1956484,1.0985322,1.6236836,0.86612403,1.8402498
74204.999,1463,51.09433379956,-114.13792563357,1093.3014,-0.002053314,0.0001463862,-0.001637955,0.007410692,90212.8966428,-113.047733,9.5228453,-10.906508,0.34438472,0.093396589,0.094529142,0.13798375,0.099955764,0.099958149,0.099964774,0.13894049,99.949887,10,8,0,0,10,8,0.87253624,0.66712499,1.1951778,1.0983511,1.6232145,0.86574876,1.8396593
74209.99901,1463,51.09433362089,-114.13792567395,1093.2854,-0.001136367,0.001108606,-0.0002412534,0.005715205,89085.50053416,-113.076131,9.5029643,-10.909337,0.32834378,0.092521447,0.094081821,0.1373421,0.099955761,0.099958147,0.099964772,0.13692047,99.949887,10,8,0,0,10,8,0.87230122,0.66713524,1.1947079,1.0981706,1.6227463,0.86537391,1.8390698
74214.99902,1463,51.09433356583,-114.13792428777,1093.2621,0.001550224,0.01015157,-0.0006401138,0.03696933,87957.76592909,-113.111655,9.496838,-10.812211,0.30512743,0.091620614,0.093625882,0.13669678,0.099955759,0.099958144,0.09996477,0.13498455,99.949887,10,8,0,0,9,8,0.87206668,0.66714567,1.1942384,1.0979908,1.622279,0.86499953,1.8384813
74219.999,1463,51.09433357351,-114.13792563664,1093.2831,-2.21557e-005,-0.00799501,0.001628384,0.02878215,86829.93885648,-113.123313,9.4976922,-10.906723,0.32610657,0.090955781,0.093234092,0.13729575,0.099964024,0.099958715,0.099974488,0.13419209,99.949887,10,8,0,0,10,7,0.87183261,0.66715628,1.1937697,1.0978112,1.6218125,0.86462557,1.8378937
74224.99901,1463,51.09433341618,-114.1379260038,1093.2834,-0.001441881,-0.002591296,0.0006074468,0.01067559,85701.88740083,-113.142071,9.4801868,-10.932448,0.32637244,0.09003472,0.09280699,0.13715163,0.09996587,0.099958926,0.099975949,0.13284688,99.949887,10,8,0,0,9,7,0.87159908,0.66716713,1.1933016,1.0976324,1.6213468,0.86425203,1.837307
74229.99898,1463,51.09433338311,-114.13792616747,1093.2774,-0.0002651954,-0.0005365658,6.11157e-005,0.002154688,84573.61517574,-113.165232,9.4765073,-10.943917,0.32040176,0.089242724,0.092364212,0.13671414,0.099966054,0.099958934,0.099976263,0.13131933,99.949887,10,8,0,0,10,8,0.87136602,0.66717815,1.1928341,1.0974541,1.6208822,0.86387897,1.8367214
74234.999,1463,51.09433339305,-114.13792629358,1093.2883,-1.103012e-006,-0.0001949796,0.0001306085,0.0007019376,83444.85473947,-113.216419,9.4776131,-10.952752,0.33126207,0.094524793,0.097140399,0.13995613,0.099999981,0.099999851,0.099999985,0.13395966,99.949887,9,7,0,0,9,1,1.7257028,1.065603,1.7155178,2.0281913,2.6564188,1.3738043,2.9906352
74239.99901,1463,51.09433340006,-114.13792623003,1093.284,-1.775094e-006,-2.20285e-006,4.606304e-005,1.018457e-005,82315.80851446,-113.24326,9.4783935,-10.9483,0.3270189,0.099508184,0.10157173,0.14309509,0.099999981,0.099999852,0.099999985,0.13643713,99.949887,9,7,0,0,9,1,1.7254478,1.0661192,1.7150223,2.0282454,2.6561403,1.3735955,2.9902918
74244.99902,1463,51.09433329735,-114.13792649471,1093.2938,-0.0001347584,-0.0003119891,0.0001110172,0.001223455,81186.10324118,-113.312172,9.4669642,-10.966845,0.33683276,0.10378688,0.10562176,0.14581973,0.099999943,0.099999844,0.099999977,0.13795456,99.949887,11,9,0,0,11,1,0.68760031,0.66716397,1.05651,0.95807201,1.4262241,0.7342301,1.6041225
74249.99899,1463,51.09433325478,-114.13792680923,1093.2777,-9.621417e-005,-0.0003544114,-6.435151e-006,0.001322061,80055.23224464,-113.429322,9.4622283,-10.988883,0.32071681,0.10830918,0.10988709,0.14889563,0.099999984,0.099999924,0.099999989,0.14090424,99.949887,7,6,0,0,5,1,2.1266446,1.1634153,3.0854905,2.4240777,3.9238253,2.741432,4.786633
74254.99901,1463,51.09433316077,-114.13792723863,1093.2607,-0.0001362962,-0.0003919009,-8.680126e-006,0.001493731,78925.16669531,-113.347915,9.4517673,-11.018969,0.30364623,0.11259753,0.11336939,0.15174589,0.099999981,0.099999853,0.099999985,0.14299731,99.949887,9,7,0,0,9,1,1.7246579,1.0676579,1.7135255,2.0283833,2.6552792,1.372961,2.9892356
74259.99898,1463,51.09433300261,-114.13792799804,1093.2559,-0.0001901418,-0.0006042849,4.539261e-005,0.002280577,77794.84639423,-113.377002,9.4341694,-11.072179,0.29884991,0.11669464,0.11659166,0.15450775,0.099999981,0.099999853,0.099999985,0.14498533,99.949887,9,7,0,0,9,1,1.7243863,1.0681677,1.7130231,2.0284207,2.6549838,1.3727468,2.9888747
